= = = = = = = = = = = = = = = = = = = = = = = = = = = =
= = = = = Regression Benchmarks for Datasets = = = = =
= = = = = = = = = = = = = = = = = = = = = = = = = = = =



= = = = = Group 1 High Row-to-Size Cohort = = = = =
= = = = =  (Computational Efficiency) = = = = =


= = = = = Concrete Compressive Strength = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"dt","Decision Tree Regressor","17.8","925","30.21","0.6953","0.2516","0.1731","0.015"
"ada","AdaBoost Regressor","30.62","1418","37.58","0.5299","0.4461","0.4533","0.025"
"en","Elastic Net","39.73","2689","51.77","0.1188","0.5413","0.5602","0.013"
"omp","Orthogonal Matching Pursuit","42.43","3054","55.17","-0.0013","0.5722","0.6024","0.013"
"dummy","Dummy Regressor","43.1","3096","55.55","-0.015","0.5697","0.5977","0.014"
"par","Passive Aggressive Regressor","71.05","7901","86.61","-1.638","0.9367","1.035","0.014"
"lar","Least Angle Regression","4.393e+05","1.072e+12","5.278e+05","-3.912e+08","5.308","5741","0.013"



= = = = = Customer Churn Prediction = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"gbr","Gradient Boosting Regressor","4.097e+04","2.598e+09","5.096e+04","0.3382","6.431","0.3135","0.202"
"lightgbm","Light Gradient Boosting Machine","4.128e+04","2.691e+09","5.186e+04","0.3145","6.405","0.3218","0.122"
"rf","Random Forest Regressor","4.167e+04","2.733e+09","5.226e+04","0.3038","6.427","0.321","0.565"
"ada","AdaBoost Regressor","4.599e+04","2.844e+09","5.332e+04","0.2755","6.665","0.2982","0.056"
"et","Extra Trees Regressor","4.239e+04","2.853e+09","5.339e+04","0.2732","6.385","0.3296","0.302"
"lr","Linear Regression","4.672e+04","2.932e+09","5.414e+04","0.2532","6.562","0.3496","0.024"
"lasso","Lasso Regression","4.672e+04","2.932e+09","5.414e+04","0.2532","6.562","0.3496","0.036"
"ridge","Ridge Regression","4.673e+04","2.932e+09","5.414e+04","0.2532","6.562","0.3495","0.023"
"llar","Lasso Least Angle Regression","4.672e+04","2.932e+09","5.414e+04","0.2532","6.562","0.3496","0.02"
"lar","Least Angle Regression","4.681e+04","2.948e+09","5.429e+04","0.249","6.556","0.3522","0.02"
"xgboost","Extreme Gradient Boosting","4.342e+04","3.029e+09","5.503e+04","0.2281","6.364","0.3507","0.056"
"en","Elastic Net","5.135e+04","3.311e+09","5.754e+04","0.1567","6.72","0.3275","0.021"
"omp","Orthogonal Matching Pursuit","5.702e+04","3.93e+09","6.268e+04","-0.001","6.798","0.3556","0.022"
"br","Bayesian Ridge","5.702e+04","3.93e+09","6.269e+04","-0.001","6.798","0.3554","0.021"
"dummy","Dummy Regressor","5.703e+04","3.932e+09","6.27e+04","-0.0014","6.798","0.3553","0.023"
"huber","Huber Regressor","5.501e+04","4.348e+09","6.593e+04","-0.1074","6.934","0.2525","0.024"
"knn","K Neighbors Regressor","5.968e+04","4.728e+09","6.874e+04","-0.2043","6.8","0.4032","0.025"
"dt","Decision Tree Regressor","4.996e+04","5.233e+09","7.233e+04","-0.3334","6.165","0.4606","0.029"
"par","Passive Aggressive Regressor","6.566e+04","6.866e+09","8.11e+04","-0.7559","6.926","0.3757","0.022"



= = = = = Diamonds Dataset = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"dt","Decision Tree Regressor","1.188","85.69","7.858","1","0.0041","0.0003","0.054"
"et","Extra Trees Regressor","2.472","648.6","22.17","0.9998","0.0222","0.0028","0.989"
"xgboost","Extreme Gradient Boosting","8.977","666.4","21.36","0.9998","0.0228","0.0044","0.104"
"lightgbm","Light Gradient Boosting Machine","10.79","1627","37.52","0.9996","0.0276","0.006","0.158"
"rf","Random Forest Regressor","1.85","1617","30.73","0.9996","0.0206","0.0015","1.16"
"gbr","Gradient Boosting Regressor","27.86","2281","46.93","0.9994","0.0291","0.0103","0.45"
"ada","AdaBoost Regressor","214.1","7.624e+04","268.1","0.98","0.0707","0.0526","0.129"
"knn","K Neighbors Regressor","57.75","1.088e+05","327.7","0.9716","0.1774","0.0523","0.055"
"br","Bayesian Ridge","340.4","2.446e+05","492.1","0.936","0.3522","0.185","0.041"
"ridge","Ridge Regression","340.3","2.445e+05","492","0.936","0.3516","0.1851","0.037"
"lr","Linear Regression","340.6","2.446e+05","492.1","0.936","0.3513","0.185","0.037"
"lasso","Lasso Regression","337.7","2.462e+05","493.2","0.9356","0.3566","0.1861","0.088"
"llar","Lasso Least Angle Regression","337.7","2.462e+05","493.2","0.9356","0.3567","0.1861","0.034"
"omp","Orthogonal Matching Pursuit","535.9","5.221e+05","721.8","0.8633","0.3834","0.2625","0.033"
"huber","Huber Regressor","477.8","5.512e+05","731.9","0.8561","0.4213","0.3239","0.193"
"en","Elastic Net","490.5","5.924e+05","768.4","0.8451","0.4458","0.35","0.042"
"dummy","Dummy Regressor","1526","3.82e+06","1954","-0.001","0.7256","0.9453","0.034"
"par","Passive Aggressive Regressor","3328","2.414e+07","4089","-5.241","0.8446","1.335","0.068"
"lar","Least Angle Regression","4.988e+09","4.112e+20","6.413e+09","-1.073e+14","2.911","2.286e+06","0.042"



= = = = = Headbrains Dataset = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"ridge","Ridge Regression","56.54","5415","72.35","0.5891","0.0554","0.0439","0.005"
"lr","Linear Regression","56.6","5423","72.4","0.5888","0.0555","0.044","0.006"
"lar","Least Angle Regression","56.6","5423","72.4","0.5888","0.0555","0.044","0.006"
"en","Elastic Net","56.49","5368","72.18","0.5867","0.0555","0.0441","0.006"
"lasso","Lasso Regression","56.54","5418","72.44","0.5862","0.0555","0.044","0.005"
"llar","Lasso Least Angle Regression","56.54","5418","72.44","0.5862","0.0555","0.044","0.005"
"br","Bayesian Ridge","56.88","5415","72.53","0.5817","0.0558","0.0444","0.006"
"omp","Orthogonal Matching Pursuit","56.86","5415","72.54","0.5815","0.0558","0.0444","0.005"
"huber","Huber Regressor","59.18","5715","74.59","0.5402","0.0575","0.0461","0.007"
"lightgbm","Light Gradient Boosting Machine","61.69","6371","78.42","0.5123","0.0604","0.0481","0.036"
"knn","K Neighbors Regressor","61.92","6391","78.88","0.5078","0.0608","0.0484","0.008"
"ada","AdaBoost Regressor","63.99","6739","81.43","0.4797","0.062","0.0496","0.011"
"gbr","Gradient Boosting Regressor","67.46","7730","86.27","0.416","0.0656","0.0522","0.015"
"rf","Random Forest Regressor","66.94","7568","85.7","0.4093","0.0654","0.0518","0.035"
"xgboost","Extreme Gradient Boosting","78.18","9777","97.45","0.2235","0.0747","0.0607","0.011"
"et","Extra Trees Regressor","74.44","9564","96.42","0.2091","0.0734","0.0576","0.031"
"dt","Decision Tree Regressor","81.91","1.128e+04","103.9","0.129","0.0784","0.0633","0.006"
"dummy","Dummy Regressor","94.82","1.482e+04","120.1","-0.0821","0.0938","0.0748","0.005"
"par","Passive Aggressive Regressor","125.4","2.602e+04","142.7","-1.924","0.105","0.0986","0.006"



= = = = = Sleep Health and Lifestyle Dataset = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"et","Extra Trees Regressor","0.0455","0.0075","0.0817","0.9865","0.0102","0.0064","0.051"
"rf","Random Forest Regressor","0.0558","0.0085","0.0893","0.9849","0.0112","0.008","0.059"
"dt","Decision Tree Regressor","0.0499","0.0102","0.0971","0.9817","0.0122","0.0071","0.022"
"xgboost","Extreme Gradient Boosting","0.055","0.0102","0.0971","0.9815","0.0121","0.0078","0.033"
"gbr","Gradient Boosting Regressor","0.0714","0.011","0.1016","0.9805","0.0127","0.0102","0.036"
"lightgbm","Light Gradient Boosting Machine","0.0744","0.0113","0.1042","0.9798","0.0132","0.0106","0.063"
"ada","AdaBoost Regressor","0.0961","0.0155","0.122","0.9728","0.0153","0.0137","0.039"
"ridge","Ridge Regression","0.1395","0.0425","0.2027","0.9248","0.0254","0.0199","0.023"
"br","Bayesian Ridge","0.1351","0.0734","0.2479","0.8782","0.0306","0.019","0.023"
"knn","K Neighbors Regressor","0.1421","0.0887","0.2752","0.8516","0.0344","0.0204","0.029"
"huber","Huber Regressor","0.2114","0.0999","0.3061","0.818","0.0374","0.0294","0.028"
"lr","Linear Regression","0.1527","0.1248","0.3009","0.8044","0.0368","0.0214","0.026"
"omp","Orthogonal Matching Pursuit","0.4507","0.3103","0.5502","0.4398","0.0673","0.0638","0.026"
"en","Elastic Net","0.482","0.3346","0.5757","0.4053","0.0709","0.0684","0.024"
"llar","Lasso Least Angle Regression","0.5447","0.4026","0.6333","0.2954","0.0784","0.0777","0.025"
"lasso","Lasso Regression","0.5447","0.4026","0.6333","0.2953","0.0785","0.0777","0.023"
"dummy","Dummy Regressor","0.6733","0.6209","0.7858","-0.0603","0.097","0.0959","0.021"
"par","Passive Aggressive Regressor","1.384","3.643","1.822","-5.672","0.2424","0.2003","0.022"
"lar","Least Angle Regression","3.104e+15","6.249e+32","9.804e+15","-8.439e+32","8.175","4.975e+14","0.027"



= = = = = Travel Insurance Prediction = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"gbr","Gradient Boosting Regressor","2.081e+05","6.843e+10","2.61e+05","0.5064","0.3392","0.2954","0.04"
"lightgbm","Light Gradient Boosting Machine","2.059e+05","7.137e+10","2.664e+05","0.4837","0.3431","0.2894","0.101"
"rf","Random Forest Regressor","1.961e+05","7.222e+10","2.679e+05","0.4765","0.3463","0.2789","0.084"
"ada","AdaBoost Regressor","2.514e+05","8.54e+10","2.918e+05","0.3835","0.3821","0.3646","0.027"
"lr","Linear Regression","2.395e+05","8.552e+10","2.918e+05","0.3827","0.3718","0.3386","0.017"
"lasso","Lasso Regression","2.395e+05","8.552e+10","2.918e+05","0.3827","0.3718","0.3386","0.018"
"ridge","Ridge Regression","2.396e+05","8.552e+10","2.918e+05","0.3827","0.372","0.3389","0.016"
"lar","Least Angle Regression","2.395e+05","8.552e+10","2.918e+05","0.3827","0.3718","0.3386","0.016"
"llar","Lasso Least Angle Regression","2.395e+05","8.552e+10","2.918e+05","0.3827","0.3718","0.3386","0.016"
"xgboost","Extreme Gradient Boosting","2.226e+05","8.52e+10","2.912e+05","0.3826","0.3733","0.3087","0.028"
"et","Extra Trees Regressor","2.066e+05","8.661e+10","2.936e+05","0.3703","0.3731","0.2891","0.064"
"huber","Huber Regressor","2.377e+05","8.754e+10","2.951e+05","0.3675","0.3672","0.3249","0.022"
"en","Elastic Net","2.874e+05","1.068e+11","3.264e+05","0.2307","0.4195","0.4161","0.017"
"dt","Decision Tree Regressor","2.359e+05","1.244e+11","3.523e+05","0.0977","0.4506","0.3263","0.018"
"omp","Orthogonal Matching Pursuit","3.236e+05","1.392e+11","3.727e+05","-0.0025","0.4657","0.4695","0.017"
"dummy","Dummy Regressor","3.24e+05","1.393e+11","3.728e+05","-0.0032","0.4659","0.4703","0.015"
"br","Bayesian Ridge","3.239e+05","1.393e+11","3.729e+05","-0.0035","0.4659","0.4701","0.017"
"knn","K Neighbors Regressor","3.433e+05","1.673e+11","4.087e+05","-0.2077","0.4995","0.4881","0.021"
"par","Passive Aggressive Regressor","5.741e+05","5.241e+11","6.873e+05","-2.729","0.7887","0.8461","0.018"



= = = = = World Happiness Report = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"huber","Huber Regressor","0.0037","0","0.0046","1","0.0008","0.0007","0.019"
"ridge","Ridge Regression","0.0131","0.0003","0.0162","0.9997","0.0028","0.0025","0.015"
"omp","Orthogonal Matching Pursuit","0.0211","0.0008","0.027","0.9991","0.0047","0.0042","0.015"
"br","Bayesian Ridge","0.0261","0.0011","0.0322","0.9989","0.0056","0.0052","0.018"
"ada","AdaBoost Regressor","0.2365","0.1296","0.3316","0.8846","0.0597","0.0509","0.037"
"knn","K Neighbors Regressor","0.29","0.1467","0.3684","0.8499","0.0654","0.061","0.017"
"et","Extra Trees Regressor","0.3318","0.1901","0.4235","0.8146","0.0712","0.0671","0.047"
"dt","Decision Tree Regressor","0.264","0.199","0.3843","0.7917","0.0613","0.0506","0.016"
"rf","Random Forest Regressor","0.3613","0.2283","0.4625","0.7787","0.0771","0.0729","0.053"
"gbr","Gradient Boosting Regressor","0.3927","0.2734","0.5004","0.7349","0.0859","0.0821","0.036"
"par","Passive Aggressive Regressor","0.3487","0.2404","0.4209","0.7296","0.0715","0.0729","0.015"
"lightgbm","Light Gradient Boosting Machine","0.3932","0.3005","0.5269","0.7006","0.0898","0.0824","0.063"
"en","Elastic Net","0.5476","0.4523","0.6588","0.5299","0.1081","0.1088","0.015"
"lasso","Lasso Regression","0.5984","0.5389","0.7219","0.4399","0.1175","0.1188","0.017"
"llar","Lasso Least Angle Regression","0.5984","0.5389","0.7219","0.4399","0.1175","0.1188","0.015"
"xgboost","Extreme Gradient Boosting","0.7971","1.011","0.9897","-0.0178","0.1576","0.1569","0.03"
"lr","Linear Regression","0.8363","1.102","1.032","-0.1083","0.1648","0.1661","0.014"
"dummy","Dummy Regressor","0.8363","1.102","1.032","-0.1083","0.1648","0.1661","0.016"
"lar","Least Angle Regression","2.826","62.3","3.501","-60.96","0.2257","0.6178","0.016"



= = = = = Weather Dataset (City Attributes) = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"et","Extra Trees Regressor","4.655","33.54","5.167","-26.49","0.1305","0.1269","0.039"
"lasso","Lasso Regression","4.606","29.98","5.062","-29.03","0.127","0.1216","0.014"
"llar","Lasso Least Angle Regression","4.606","29.98","5.062","-29.03","0.127","0.1216","0.015"
"br","Bayesian Ridge","4.721","30.83","5.156","-29.44","0.1299","0.1246","0.015"
"dummy","Dummy Regressor","5.037","34.47","5.594","-31.13","0.1423","0.133","0.014"
"lightgbm","Light Gradient Boosting Machine","5.037","34.47","5.594","-31.13","0.1423","0.133","0.044"
"en","Elastic Net","4.586","29.5","5.021","-32.57","0.126","0.121","0.015"
"ridge","Ridge Regression","4.03","23.5","4.388","-47.1","0.1115","0.1076","0.016"
"knn","K Neighbors Regressor","5.286","37.15","5.817","-50.23","0.1481","0.1403","0.016"
"lr","Linear Regression","3.999","23.07","4.343","-50.76","0.1106","0.1067","0.631"
"gbr","Gradient Boosting Regressor","4.942","36.11","5.766","-50.8","0.1446","0.1309","0.022"
"omp","Orthogonal Matching Pursuit","4.097","23.32","4.448","-65.26","0.1133","0.1091","0.014"
"ada","AdaBoost Regressor","5.057","33.08","5.417","-65.36","0.136","0.1327","0.025"
"xgboost","Extreme Gradient Boosting","5.043","37.67","5.788","-68.07","0.1445","0.1328","0.032"
"rf","Random Forest Regressor","5.264","36.41","5.765","-71.8","0.1451","0.1386","0.042"
"huber","Huber Regressor","4.95","30.49","5.225","-86.65","0.137","0.132","0.018"
"dt","Decision Tree Regressor","6.17","57.01","7.112","-102.4","0.1789","0.158","0.014"
"par","Passive Aggressive Regressor","19.81","1177","23.24","-350.2","0.3364","0.5087","0.014"
"lar","Least Angle Regression","1.608e+14","2.629e+29","2.012e+14","-3.971e+29","6.11","4.086e+12","0.015"



= = = = = Predicting House Prices in Bengaluru = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"gbr","Gradient Boosting Regressor","39.89","1.224e+04","109","0.4869","0.4167","0.3609","0.175"
"et","Extra Trees Regressor","38.08","1.275e+04","111.1","0.4667","0.4061","0.3278","0.368"
"rf","Random Forest Regressor","39.72","1.382e+04","115.3","0.4247","0.4271","0.35","0.533"
"knn","K Neighbors Regressor","40.19","1.41e+04","116.9","0.4141","0.416","0.3349","0.047"
"lightgbm","Light Gradient Boosting Machine","40.01","1.418e+04","117.3","0.4066","0.4196","0.3501","0.132"
"xgboost","Extreme Gradient Boosting","40.49","1.476e+04","119.5","0.3805","0.4274","0.3506","0.069"
"ridge","Ridge Regression","54.44","1.502e+04","121.1","0.3716","0.7207","0.6146","0.041"
"lar","Least Angle Regression","54.44","1.502e+04","121.1","0.3716","0.7207","0.6146","0.042"
"lr","Linear Regression","54.44","1.502e+04","121.1","0.3716","0.7207","0.6146","0.041"
"br","Bayesian Ridge","54.4","1.503e+04","121.1","0.3714","0.7197","0.6136","0.039"
"lasso","Lasso Regression","54.33","1.503e+04","121.1","0.3714","0.7176","0.6124","0.037"
"llar","Lasso Least Angle Regression","54.33","1.503e+04","121.1","0.3714","0.7176","0.6124","0.035"
"en","Elastic Net","54.45","1.508e+04","121.3","0.3694","0.7207","0.6148","0.039"
"huber","Huber Regressor","44.85","1.59e+04","124.5","0.337","0.4793","0.3904","0.068"
"dt","Decision Tree Regressor","45.99","1.685e+04","128.1","0.2797","0.4937","0.3932","0.045"
"par","Passive Aggressive Regressor","59.48","1.773e+04","131.7","0.2475","0.8382","0.6008","0.037"
"omp","Orthogonal Matching Pursuit","55.63","1.808e+04","133","0.2415","0.543","0.53","0.038"
"ada","AdaBoost Regressor","102.7","2.228e+04","147.5","0.0374","0.9112","1.509","0.102"
"dummy","Dummy Regressor","76.14","2.364e+04","152.5","-0.0012","0.7913","0.9649","0.039"



= = = = = Body Fat Prediction = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"et","Extra Trees Regressor","0.5683","2.32","1.225","0.9644","0.1091","0.0423","0.033"
"rf","Random Forest Regressor","0.611","3.087","1.387","0.9563","0.1204","0.0465","0.043"
"gbr","Gradient Boosting Regressor","0.6545","3.078","1.409","0.9549","0.1332","0.0537","0.022"
"xgboost","Extreme Gradient Boosting","0.7057","3.241","1.468","0.9533","0.1354","0.0607","0.034"
"lr","Linear Regression","0.7756","3.088","1.365","0.9518","0.1386","0.0524","2.119"
"dt","Decision Tree Regressor","0.7117","3.77","1.562","0.9434","0.1488","0.0572","0.005"
"lightgbm","Light Gradient Boosting Machine","1.248","4.802","2.034","0.9313","0.1841","0.0951","0.048"
"ada","AdaBoost Regressor","1.3","5.159","2.124","0.9253","0.1897","0.1013","0.02"
"lar","Least Angle Regression","1.479","7.05","2.15","0.8909","0.1609","0.0913","0.006"
"ridge","Ridge Regression","3.526","19.57","4.362","0.6735","0.2793","0.2352","0.005"
"lasso","Lasso Regression","3.544","19.68","4.382","0.6708","0.2866","0.2407","0.005"
"llar","Lasso Least Angle Regression","3.544","19.68","4.382","0.6708","0.2866","0.2407","0.005"
"br","Bayesian Ridge","3.53","19.76","4.374","0.669","0.2822","0.2389","0.005"
"en","Elastic Net","3.548","19.83","4.388","0.6678","0.2845","0.2404","0.007"
"huber","Huber Regressor","3.515","20.61","4.453","0.6544","0.2831","0.2323","0.01"
"knn","K Neighbors Regressor","4.003","26.05","5.037","0.5983","0.3406","0.2834","0.009"
"omp","Orthogonal Matching Pursuit","5.166","42.91","6.466","0.334","0.4005","0.3751","0.006"
"par","Passive Aggressive Regressor","5.078","44.3","6.367","0.3134","0.3593","0.309","0.008"
"dummy","Dummy Regressor","6.79","68.92","8.194","-0.0418","0.4988","0.512","0.006"



= = = = = Iris Species = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"ridge","Ridge Regression","0.2202","0.0763","0.2683","0.9688","0.0598","0.0697","0.009"
"br","Bayesian Ridge","0.2169","0.0757","0.2669","0.9687","0.0596","0.0679","0.009"
"lr","Linear Regression","0.217","0.0761","0.2672","0.9684","0.0598","0.0678","0.017"
"huber","Huber Regressor","0.2188","0.0776","0.2702","0.9684","0.0605","0.069","0.013"
"et","Extra Trees Regressor","0.2184","0.0886","0.2823","0.961","0.0617","0.0671","0.033"
"gbr","Gradient Boosting Regressor","0.2397","0.1108","0.3124","0.9545","0.0654","0.0699","0.019"
"ada","AdaBoost Regressor","0.2352","0.1056","0.2995","0.9536","0.0609","0.0679","0.021"
"rf","Random Forest Regressor","0.2421","0.1136","0.3133","0.951","0.0677","0.0737","0.045"
"dt","Decision Tree Regressor","0.2893","0.1389","0.3669","0.9435","0.0789","0.0865","0.009"
"lightgbm","Light Gradient Boosting Machine","0.2598","0.1404","0.354","0.943","0.0704","0.0742","0.043"
"xgboost","Extreme Gradient Boosting","0.301","0.2415","0.4138","0.9136","0.0891","0.0855","0.015"
"knn","K Neighbors Regressor","0.4136","0.3554","0.5513","0.8499","0.1207","0.1272","0.013"
"lasso","Lasso Regression","0.6951","0.73","0.8364","0.7227","0.1992","0.2392","0.011"
